chrom	start	end	avg_depth_from_bam_files	recombination_rate_50site_minimum	recombination_rate_200site_minimum	U20_bel_popA	U50_bel_popA	Q95_bel_popA	informative_sites_bel_popA	U20_bel_popB	U50_bel_popB	Q95_bel_popB	informative_sites_bel_popB	mid_position	sites_summ_stats	pi_belem	pi_tapajos	pi_xingu	dxy_tapajos_belem	dxy_xingu_belem	dxy_tapajos_xingu	Fst_tapajos_belem	Fst_xingu_belem	Fst_tapajos_xingu	Tapajos_enrichment	Xingu_enrichment	Belem_enrichment	Tapajos_RTH	Xingu_RTH	Xingu_RTH_inverse	Belem_RTH	Belem_RTH_inverse	Xingu_Belem_RTH	Tapajos_Xingu_RTH	Tapajos_Xingu_RTH_inverse	TMRCAH_Xin_Bel	TMRCAH_Tap_Xin	Tapajos_Xingu_JCR	row_id
Chromosome_12_RagTag	6000000	6010000	13.67545455	3.03e-9	3.03e-9	0	0	0	0	0	0	0	0	6005000	251	0.0487	0.1443	0.1292	0.1213	0.1399	0.1485	0.1165	0.2136	0.0417	2.862	3.942	9.109	0.987	0.885	1.129943503	0.086	11.62790698	1.045	1.154	0.866551127	133091.64	141641.882	0.93963479	20098
Chromosome_12_RagTag	6010000	6020000	14.21878788	1.65e-9	1.65e-9	0	0	0	0	0	0	0	0	6015000	228	0.0411	0.1108	0.0829	0.1124	0.091	0.1108	0.1975	0.1838	0.0686	2.753	3.001	9.093	1.04	0.962	1.03950104	0.144	6.944444444	1.335	1.049	0.953288847	143226.16	107641.884	1.330580204	20099
Chromosome_12_RagTag	9170000	9180000	13.88030303	1.04e-9	1.04e-9	0	0	0	0	0	0	0	0	9175000	223	0.0871	0.1372	0.1162	0.1335	0.1491	0.1469	0.0887	0.1869	0.0748	3.214	4.953	8.611	1.068	0.652	1.533742331	0.194	5.154639175	0.946	0.848	1.179245283	163728.912	149216.52	1.097257274	20415
Chromosome_12_RagTag	9180000	9190000	14.46242424	1.04e-9	1.04e-9	0	0	0	0	0	0	0	0	9185000	215	0.0753	0.1067	0.1064	0.1381	0.1345	0.1193	0.2096	0.1912	0.0568	3.365	4.608	10.587	1	0.996	1.004016064	0.256	3.90625	1.431	0.996	1.004016064	150829.008	104873.1	1.4382049160000001	20416
Chromosome_12_RagTag	9300000	9310000	13.88606061	8.91e-10	8.91e-10	0	0	0	0	0	0	0	0	9305000	198	0.1301	0.1028	0.101	0.1493	0.1568	0.1256	0.1263	0.1541	0.1049	3.386	7.096	5.186	1.316	0.743	1.34589502	1.092	0.915750916	0.912	0.866	1.154734411	77851.327	72026.916	1.080864367	20428
Chromosome_12_RagTag	12060000	12070000	13.45575758	2.71e-9	2.71e-9	0	0	0	0	0	0	0	0	12065000	269	0.19	0.2176	0.0858	0.2104	0.1893	0.186	0.0164	0.1646	0.1075	2.487	4.169	2.395	1.746	0.785	1.27388535	1.687	0.592768228	0.961	0.986	1.014198783	59455.121	59253.4	1.003404378	20704
Chromosome_12_RagTag	15030000	15040000	14.0569697	1.11e-9	1.11e-9	0	0	0	0	0	0	0	0	15035000	215	0.2554	0.1497	0.152	0.288	0.2923	0.1592	0.1779	0.1844	0.0271	2.956	3.005	6.771	0.796	0.773	1.293661061	1.029	0.971817298	1.347	0.786	1.272264631	170216.882	87622.866	1.942608017	21001
Chromosome_12_RagTag	15040000	15050000	13.80545455	1.31e-9	1.31e-9	0	0	0	0	0	0	0	0	15045000	182	0.091	0.1483	0.2002	0.1488	0.2034	0.1828	0.1112	0.1599	0.0237	1.584	2.743	6.373	0.946	0.98	1.020408163	0.555	1.801801802	0.996	1.064	0.939849624	53699.757	56298.932	0.953832606	21002
Chromosome_13_RagTag	12890000	12900000	13.86121212	1.14e-9	1.14e-9	0	0	0	0	0	0	0	0	12895000	159	0.0396	0.1258	0.0932	0.1227	0.0932	0.1244	0.1986	0.1617	0.0651	5.351	3.474	7.309	1	1	1	0.367	2.72479564	1	1	1	59253.4	59253.4	1	22853
Chromosome_13_RagTag	12940000	12950000	14.11242424	1.58e-9	1.58e-9	0	0	0	0	0	0	0	0	12945000	164	0.0414	0.1402	0.0888	0.145	0.0898	0.1377	0.2344	0.1542	0.0949	4.627	3.986	9.987	1.023	0.917	1.090512541	0.178	5.617977528	1	1	1	59253.4	59253.4	1	22858
Chromosome_13_RagTag	12990000	13000000	14.17333333	1.06e-9	1.06e-9	0	0	0	0	0	0	0	0	12995000	156	0.0966	0.1062	0.0903	0.1543	0.1324	0.1082	0.211	0.1738	0.0488	4.393	3.309	7.315	1	0.991	1.009081736	0.42	2.380952381	1.008	1.015	0.985221675	59709.597	60165.794	0.992417668	22863
Chromosome_13_RagTag	15150000	15160000	13.79090909	2.44e-9	2.44e-9	0	0	0	0	0	0	0	0	15155000	207	0.0968	0.1466	0.1593	0.1943	0.1969	0.159	0.2341	0.2075	0.0194	2.618	2.786	9.167	1.427	0.959	1.042752868	0.27	3.703703704	0.951	1.183	0.845308538	141508.912	145797.247	0.970586996	23079
Chromosome_14_RagTag	1540000	1550000	14.22393939	9.26e-10	NA	0	0	0	0	0	0	0	0	1545000	68	0.0782	0.1081	0.0901	0.1804	0.1149	0.1454	0.3243	0.154	0.1918	9.836	5.203	9.776	0.678	1	1	0.176	5.681818182	1	1.625	0.615384615	33440.5	54348.949	0.615292487	23780
Chromosome_14_RagTag	2640000	2650000	13.1469697	5.57e-9	5.57e-9	0	0	0	0	0	0	0	0	2645000	233	0.1048	0.1165	0.097	0.1837	0.1374	0.1519	0.253	0.1542	0.1767	5.487	6.448	6.161	1.128	0.408	2.450980392	0.572	1.748251748	0.932	1.297	0.771010023	162209.318	190370.774	0.852070486	23886
Chromosome_14_RagTag	2650000	2660000	13.67909091	3.25e-9	3.25e-9	0	0	0	0	0	0	0	0	2655000	198	0.1092	0.1938	0.1059	0.2005	0.1581	0.1939	0.1421	0.1915	0.1331	4.523	7.536	5.187	0.891	0.024	41.66666667	0.717	1.394700139	1.015	0.908	1.101321586	145991.544	133635.733	1.092458886	23887
Chromosome_14_RagTag	2690000	2700000	13.23484848	9.34e-10	9.34e-10	0	0	0	0	0	0	0	0	2695000	170	0.1103	0.1226	0.0936	0.2011	0.1488	0.2023	0.2717	0.1894	0.3084	9.712	7.226	6.415	0.63	0.101	9.900990099	0.469	2.132196162	0.815	1	1	85448.81	104873.1	0.814782914	23891
Chromosome_14_RagTag	3570000	3580000	14.65393939	1.96e-9	1.96e-9	0	0	0	0	0	0	0	0	3575000	128	0.0498	0.0971	0.1027	0.1051	0.1055	0.1256	0.1808	0.1558	0.1142	6.095	4.536	8.527	1.291	1.208	0.82781457	0.174	5.747126437	1.015	1.1	0.909090909	65183.961	70202.128	0.928518306	23918
Chromosome_14_RagTag	3650000	3660000	14.58333333	1.97e-9	1.97e-9	0	0	0	0	0	0	0	0	3655000	157	0.0553	0.1105	0.1465	0.1416	0.1383	0.1381	0.2663	0.1496	0.0357	4.736	2.664	7.295	0.991	1	1	0.643	1.555209953	0.978	1	1	102592.115	104873.1	0.978250047	23926
Chromosome_14_RagTag	13110000	13120000	13.76606061	4.76e-9	4.76e-9	0	0	0	0	0	0	0	0	13115000	338	0.1856	0.121	0.1523	0.2351	0.2312	0.1401	0.2149	0.158	0.0126	2.674	2.163	5.336	0.788	0.821	1.218026797	1.652	0.605326877	3.513	0.837	1.19474313	257234.869	128297.613	2.004985619	24682
Chromosome_14_RagTag	19930000	19940000	14.38545455	8.09e-10	8.09e-10	0	0	0	0	0	0	0	0	19935000	113	0.1284	0.0929	0.1248	0.1854	0.1756	0.171	0.2573	0.1629	0.2195	8.462	6.806	5.081	0.034	0.501	1.996007984	0.034	29.41176471	1.593	1.399	0.714796283	92076.439	84157.646	1.094094754	25364
Chromosome_14_RagTag	19940000	19950000	13.47545455	6.49e-10	6.49e-10	0	0	0	0	0	0	0	0	19945000	101	0.1222	0.067	0.1305	0.1918	0.1759	0.1413	0.3448	0.1639	0.172	8.648	7.267	6.053	0.005	0.325	3.076923077	0.017	58.82352941	0.819	1	1	85932.772	104873.1	0.819397653	25365
Chromosome_14_RagTag	20070000	20080000	13.98515152	9.58e-10	NA	0	0	0	0	0	0	0	0	20075000	55	0.0596	0.0881	0.0711	0.2704	0.0941	0.2493	0.5771	0.1795	0.5207	13.216	5.881	6.844	0.078	0.824	1.213592233	0.286	3.496503497	0.905	2.387	0.418935903	33440.5	89818.599	0.37231153	25378
Chromosome_14_RagTag	20080000	20090000	14.12424242	9.58e-10	NA	0	0	0	0	0	0	0	0	20085000	75	0.0463	0.0776	0.1258	0.2584	0.1327	0.2411	0.6194	0.2045	0.4006	14.454	6.502	7.757	0.017	0.18	5.555555556	0.101	9.900990099	0.319	1	1	33440.5	104873.1	0.318866325	25379
Chromosome_14_RagTag	20090000	20100000	14.47606061	9.58e-10	NA	0	0	0	0	0	0	0	0	20095000	89	0.0503	0.0873	0.0872	0.3478	0.104	0.3666	0.6754	0.1993	0.6167	13.482	6.703	7.184	0.017	0.18	5.555555556	0.101	9.900990099	0.319	1.646	0.607533414	33440.5	172597.596	0.193748353	25380
Chromosome_14_RagTag	20100000	20110000	14.53878788	9.58e-10	NA	0	0	0	0	0	0	0	0	20105000	94	0.0603	0.1404	0.083	0.2131	0.1063	0.2037	0.3655	0.192	0.2998	11.058	6.42	6.897	0.019	0.387	2.583979328	0.101	9.900990099	0.516	1.008	0.992063492	54155.954	105679.344	0.512455433	25381
Chromosome_14_RagTag	20140000	20150000	13.88727273	8.2e-10	NA	0	0	0	0	0	0	0	0	20145000	77	0.0633	0.1097	0.0914	0.1727	0.1066	0.1664	0.3383	0.1567	0.2498	9.212	6.3	6.905	0.052	0.295	3.389830508	0.176	5.681818182	1	2.922	0.342231348	33440.5	97729.84	0.342172872	25385
Chromosome_14_RagTag	20190000	20200000	14.5	7.94e-10	NA	0	0	0	0	0	0	0	0	20195000	67	0.08	0.0815	0.1419	0.2548	0.1613	0.2148	0.5249	0.1803	0.3093	11.93	5.663	8.174	0.03	0.659	1.517450683	0.1	10	0.564	1	1	33440.5	59253.4	0.564364239	25389
Chromosome_14_RagTag	20220000	20230000	14.33	1.29e-9	NA	0	0	0	0	0	0	0	0	20225000	74	0.0817	0.0465	0.1473	0.1764	0.1612	0.1647	0.4732	0.1649	0.2476	11.247	6.447	6.904	0.097	0.934	1.070663812	0.176	5.681818182	0.956	1.386	0.721500722	31979.93	46346.95	0.690011533	25392
Chromosome_14_RagTag	20240000	20250000	14.03454545	1.29e-9	NA	0	0	0	3	0	0	0	3	20245000	67	0.0782	0.0487	0.1426	0.2111	0.1542	0.2291	0.5441	0.1611	0.3971	11.247	6.84	6.63	0.316	0.991	1.009081736	0.112	8.928571429	0.581	1	1	19419.028	33440.5	0.580703877	25394
Chromosome_14_RagTag	20250000	20260000	13.90878788	1.36e-9	NA	0	0	0	2	0	0	0	2	20255000	60	0.0935	0.0421	0.1391	0.2153	0.1609	0.2161	0.5274	0.1581	0.394	11.247	7.031	6.317	0.316	0.913	1.095290252	0.097	10.30927835	0.913	1	1	30519.36	33440.5	0.912646641	25395
Chromosome_15_RagTag	11120000	11130000	13.08181818	4.67e-9	4.67e-9	0	0	0	0	0	0	0	0	11125000	329	0.1438	0.1644	0.1714	0.2083	0.2168	0.1794	0.1529	0.1573	0.0331	2.113	2.563	6.029	0.891	1.011	0.989119683	0.451	2.2172949	1.015	0.932	1.072961373	126048.03	95369.299	1.321683512	26412
Chromosome_15_RagTag	14880000	14890000	14.02636364	5.59e-9	5.59e-9	0	0	0	0	0	0	0	0	14885000	391	0.1013	0.2086	0.135	0.196	0.1763	0.1971	0.1196	0.1955	0.0706	2.251	3.24	5.108	1.336	1.141	0.876424189	0.637	1.569858713	1.2	1.409	0.709723208	253834.926	254513.286	0.997334677	26788
Chromosome_15_RagTag	19100000	19110000	14.19757576	1.38e-9	1.38e-9	0	0	0	0	0	0	0	0	19105000	161	0.1109	0.0751	0.1191	0.1744	0.1611	0.1232	0.3097	0.1669	0.1157	5.168	8.265	8.745	0.948	0.565	1.769911504	0.437	2.288329519	0.73	1	1	76588.886	104873.1	0.730300582	27210
Chromosome_16_RagTag	1780000	1790000	14.16212121	2.65e-9	2.65e-9	0	0	0	0	0	0	0	0	1785000	251	0.0593	0.173	0.0849	0.1621	0.1027	0.1456	0.1686	0.1723	0.0638	3.063	3.694	6.635	1.591	0.888	1.126126126	0.536	1.865671642	0.913	1.266	0.789889415	112935.54	161934.38	0.697415459	27271
Chromosome_16_RagTag	13030000	13040000	13.9969697	5.32e-9	5.32e-9	0	0	0	0	0	0	0	0	13035000	303	0.0485	0.1641	0.1422	0.1463	0.1315	0.1615	0.1617	0.1519	0.0271	2.214	2.225	8.296	1.614	1.044	0.957854406	0.076	13.15789474	0.777	1.335	0.74906367	134830.491	172202.36	0.782977022	28395
Chromosome_16_RagTag	17490000	17500000	13.60787879	1.61e-9	1.61e-9	0	0	0	0	0	0	0	0	17495000	159	0.0488	0.1084	0.1117	0.1313	0.1149	0.1199	0.2558	0.1707	0.0429	3.623	2.91	9.354	1	0.735	1.360544218	0.056	17.85714286	0.8	0.948	1.054852321	83888.038	99398.736	0.843954776	28841
Chromosome_16_RagTag	17500000	17510000	13.72757576	1.61e-9	1.61e-9	0	0	0	0	0	0	0	0	17505000	155	0.0338	0.1465	0.0816	0.2101	0.0796	0.1955	0.4056	0.15310000000000001	0.2712	6.588	4.948	9.335	1.569	0.957	1.044932079	0.095	10.52631579	0.957	3.13	0.319488818	59253.4	190040.063	0.311794256	28842
Chromosome_17_RagTag	130000	140000	14.00909091	1.1e-9	NA	0	0	0	0	0	0	0	0	135000	94	0.0402	0.0966	0.1199	0.1736	0.1167	0.1327	0.4411	0.1778	0.1006	5.081	1.597	7.871	1	1	1	0.234	4.273504274	1	1	1	59253.4	59253.4	1	28867
Chromosome_17_RagTag	12530000	12540000	14.03090909	5.22e-9	5.22e-9	0	0	0	0	0	0	0	0	12535000	312	0.1045	0.1993	0.1314	0.2057	0.1666	0.1893	0.1536	0.1694	0.0695	2.675	3.887	5.561	1.815	0.782	1.278772379	0.688	1.453488372	0.877	1.188	0.841750842	119743.861	154277.396	0.776159464	29914
Chromosome_17_RagTag	13860000	13870000	14.21878788	1.18e-9	NA	0	0	0	0	0	0	0	0	13865000	74	0.121	0.0501	0.067	0.1115	0.1688	0.159	0.1348	0.2932	0.4583	12.491	13.252	6.302	0.352	0.1	10	1	1	1	1	1	59253.4	59253.4	1	29964
Chromosome_17_RagTag	13870000	13880000	14.21909091	1.18e-9	NA	0	0	0	0	0	0	0	0	13875000	73	0.1158	0.0771	0.0843	0.1172	0.1573	0.1485	0.0996	0.227	0.2956	7.925	11.355	3.061	0.704	0.1	10	1	1	1	1	1	59253.4	59253.4	1	29965
Chromosome_17_RagTag	13880000	13890000	13.58575758	1.18e-9	NA	0	0	0	0	0	0	0	0	13885000	85	0.0931	0.0657	0.0774	0.0944	0.115	0.0934	0.0882	0.1507	0.1315	5.384	5.405	2.338	0.708	0.835	1.19760479	1	1	1	1	1	59253.406	59253.406	1	29966
Chromosome_18_RagTag	13520000	13530000	14.20515152	2.95e-9	2.95e-9	0	0	0	0	0	0	0	0	13525000	299	0.0986	0.174	0.1427	0.1776	0.1642	0.1646	0.1345	0.1506	0.0197	2.097	2.968	7.778	1.835	2.007	0.498256104	0.801	1.248439451	1.155	2.299	0.434971727	69327.779	137128.05	0.505569641	31366
Chromosome_19_RagTag	720000	730000	13.65121212	NA	NA	0	0	0	1	0	0	0	1	725000	59	0.0565	0.0526	0.1366	0.1511	0.1635	0.1534	0.4759	0.2484	0.2281	14.733	5.969	11.161	0.04	1	1	0.558	1.792114695	1	1	1	10570.446	10570.446	1	31572
Chromosome_19_RagTag	780000	790000	14.39030303	1.23e-9	NA	0	0	0.038	1	0	0	0	0	785000	52	0.0296	0.0452	0.0822	0.176	0.1139	0.1313	0.6553	0.3293	0.3394	15.287	8.37	11.736	0.166	1	1	0.307	3.25732899	1	1	1	10570.4	10570.41	0.999999054	31575
Chromosome_19_RagTag	790000	800000	14.29969697	1.2e-9	NA	0	0	0.038	2	0	0	0	0	795000	59	0.0676	0.0386	0.0937	0.201	0.136	0.1545	0.5882	0.2525	0.389	14.991	8.58	12.891	0.401	1	1	0.307	3.25732899	1	1	1	10570.4	10570.4	1	31576
Chromosome_19_RagTag	870000	880000	14.18484848	8.68e-10	NA	0	0	0	0	0	0	0	0	875000	66	0.0511	0.0387	0.0805	0.1755	0.0967	0.1687	0.5987	0.1862	0.4678	15.221	8.953	11.941	1	1	1	1	1	1	5.606	0.178380307	10570.5	59253.5	0.178394525	31581
Chromosome_19_RagTag	5550000	5560000	12.80393939	5.55e-9	5.55e-9	0	0	0	0	0	0	0	0	5555000	287	0.1334	0.205	0.121	0.1868	0.1736	0.1953	0.0505	0.1558	0.0935	2.168	2.573	2.978	1.275	0.843	1.18623962	0.654	1.529051988	0.961	0.972	1.028806584	152481.435	146510.488	1.0407544	32031
Chromosome_19_RagTag	12720000	12730000	13.4269697	1.09e-9	1.09e-9	0	0	0	0	0	0	0	0	12725000	142	0.0812	0.1364	0.0699	0.1457	0.105	0.1515	0.1479	0.165	0.1972	5.6	6.975	5.544	1.419	0.961	1.040582726	0.74	1.351351351	0.987	1.454	0.687757909	76588.886	104873.1	0.730300582	32748
Chromosome_19_RagTag	12730000	12740000	13.24363636	1.09e-9	1.09e-9	0	0	0	0	0	0	0	0	12735000	149	0.0915	0.085	0.0657	0.1228	0.1155	0.1309	0.1672	0.194	0.2735	7.573	10.116	5.47	0.565	0.565	1.769911504	0.591	1.692047377	0.756	1	1	79326.068	104873.1	0.756400526	32749
Chromosome_19_RagTag	12740000	12750000	14.01545455	1.09e-9	1.09e-9	0	0	0	0	0	0	0	0	12745000	134	0.0883	0.1152	0.0826	0.1324	0.1229	0.1625	0.1339	0.1809	0.2483	9.128	9.001	6.702	0.843	0.835	1.19760479	0.538	1.858736059	1.094	1.072	0.932835821	75676.492	76588.886	0.988087123	32750
Chromosome_19_RagTag	12750000	12760000	14.32272727	1.12e-9	NA	0	0	0	0	0	0	0	0	12755000	107	0.0739	0.0971	0.075	0.1214	0.1063	0.1219	0.1772	0.1769	0.1751	8.705	7.211	6.733	0.773	1	1	0.579	1.727115717	1	1	1	59253.4	59253.4	1	32751
Chromosome_19_RagTag	12770000	12780000	14.30757576	1.12e-9	NA	0	0	0	0	0	0	0	0	12775000	101	0.0785	0.0898	0.0743	0.1021	0.1032	0.107	0.0986	0.1505	0.1338	4.544	6.28	6.546	0.564	1	1	0.638	1.567398119	1	1	1	59253.4	59253.4	1	32753
Chromosome_19_RagTag	12790000	12800000	14.479696969999999	1.07e-9	NA	0	0	0	0	0	0	0	0	12795000	119	0.0682	0.0896	0.0821	0.0885	0.102	0.1191	0.0589	0.1507	0.1635	5.008	7.953	8.033	0.743	1	1	0.156	6.41025641	1	1	1	59253.4	59253.4	1	32755
Chromosome_19_RagTag	12810000	12820000	14.11727273	9.76e-10	NA	0	0	0	0	0	0	0	0	12815000	113	0.1082	0.0777	0.0797	0.1184	0.1343	0.1466	0.123	0.1806	0.3021	7.093	9.217	6.507	0.564	0.564	1.773049645	0.482	2.074688797	1	1	1	59253.4	59253.4	1	32757
Chromosome_19_RagTag	12820000	12830000	14.41333333	5.84e-10	NA	0	0	0	0	0	0	0	0	12825000	118	0.1292	0.0598	0.0495	0.1353	0.144	0.1344	0.1816	0.2459	0.426	7.331	9.661	7.502	0.537	0.564	1.773049645	0.211	4.739336493	1	1	1	59253.4	59253.4	1	32758
Chromosome_19_RagTag	12830000	12840000	13.18666667	5.84e-10	NA	0	0	0.038	2	0	0	0	0	12835000	136	0.089	0.0619	0.0747	0.1138	0.1107	0.1455	0.2071	0.1518	0.3594	13.411	8.27	5.255	1	0.856	1.168224299	0.885	1.129943503	1	1	1	59253.4	59253.4	1	32759
Chromosome_2_RagTag	6920000	6930000	13.34878788	4.91e-9	4.91e-9	0	0	0	0	0	0	0	0	6925000	388	0.0951	0.2146	0.153	0.2126	0.1701	0.198	0.1606	0.1534	0.0381	2.03	2.975	5.085	1.124	0.946	1.057082452	0.489	2.044989775	0.901	1.24	0.806451613	150650.605	218436.208	0.689677807	33075
Chromosome_2_RagTag	9270000	9280000	14.04484848	3.79e-9	3.79e-9	0	0	0	0	0	0	0	0	9275000	412	0.1232	0.2216	0.1158	0.2155	0.1656	0.1978	0.1137	0.1629	0.0828	2.664	3.166	5.117	0.932	0.943	1.060445387	0.66	1.515151515	1.146	0.954	1.048218029	253415.396	202256.797	1.252938837	33304
Chromosome_2_RagTag	14230000	14240000	13.83939394	7.48e-10	7.48e-10	0	0	0	0	0	0	0	0	14235000	160	0.1009	0.0866	0.0577	0.1279	0.1138	0.0768	0.1575	0.1846	0.0326	2.391	3.442	5.938	1	0.713	1.402524544	0.381	2.624671916	1	1	1	104873.1	104873.1	1	33609
Chromosome_2_RagTag	15120000	15130000	14.27121212	8.8e-10	8.8e-10	0	0	0	0	0	0	0	0	15125000	262	0.1089	0.1655	0.15310000000000001	0.1436	0.1901	0.2013	0.0235	0.1816	0.1174	2.387	4.628	4.644	0.761	1.208	0.82781457	0.478	2.092050209	1.409	1.228	0.814332248	208407.444	185309.902	1.124642784	33698
Chromosome_2_RagTag	15410000	15420000	13.34969697	1.7e-9	1.7e-9	0	0	0	0	0	0	0	0	15415000	168	0.0283	0.1712	0.186	0.1235	0.1632	0.1846	0.1089	0.1933	0.0165	2.118	3.215	5.288	1.026	1.193	0.838222967	0.694	1.44092219	1.005	1.054	0.948766603	105817.091	111323.052	0.950540693	33727
Chromosome_2_RagTag	25960000	25970000	14.60636364	8.79e-10	8.79e-10	0	0	0	0	0	0	0	0	25965000	260	0.1414	0.1515	0.1495	0.2028	0.2115	0.1783	0.1646	0.1852	0.0849	3.641	4.549	5.093	0.915	0.848	1.179245283	0.693	1.443001443	0.944	1.054	0.948766603	222093.55	238218.43	0.93231052700000006	34781
Chromosome_2_RagTag	25970000	25980000	13.13181818	9.36e-10	9.36e-10	0	0	0	0	0	0	0	0	25975000	249	0.0971	0.1433	0.0984	0.1386	0.1383	0.1431	0.0727	0.1722	0.0866	2.418	5.802	4.888	1.277	0.722	1.385041551	0.95	1.052631579	0.826	1.153	0.867302689	124222.956	171791.352	0.723103664	34782
Chromosome_2_RagTag	26280000	26290000	12.9430303	1.54e-9	1.54e-9	0	0	0	0	0	0	0	0	26285000	283	0.0447	0.1325	0.0987	0.1362	0.1025	0.1315	0.2159	0.1708	0.0661	3.937	3.159	7.922	1.015	0.947	1.055966209	0.329	3.039513678	0.987	1.008	0.992063492	181466.28	184691.256	0.982538556	34813
Chromosome_2_RagTag	27460000	27470000	11.67	1.51e-9	1.51e-9	0	0	0	0	0	0	0	0	27465000	161	0.1341	0.184	0.1603	0.2114	0.2069	0.1818	0.1443	0.1675	0.0275	2.682	2.458	4.628	0.954	1	1	0.77	1.298701299	0.93	1.054	0.948766603	172597.596	195471.73	0.882979835	34931
Chromosome_2_RagTag	29800000	29810000	14.07545455	8.69e-10	8.69e-10	0	0	0	0	0	0	0	0	29805000	281	0.0389	0.2357	0.0373	0.1893	0.0564	0.1802	0.1627	0.1953	0.151	4.161	7.803	7.338	2.61	0.502	1.992031873	0.502	1.992031873	0.52	1.255	0.796812749	61078.188	163952.32	0.372536284	35165
Chromosome_2_RagTag	30350000	30360000	13.88757576	2.1e-9	2.1e-9	0	0	0	0	0	0	0	0	30355000	288	0.1093	0.1455	0.198	0.1527	0.2098	0.2354	0.0925	0.1504	0.1544	4.086	4.609	5.091	0.989	1.984	0.504032258	0.77	1.298701299	1.368	1.608	0.621890547	178120.666	205294.172	0.867636252	35220
Chromosome_2_RagTag	39620000	39630000	13.05181818	2.48e-9	2.48e-9	0	0	0	0	0	0	0	0	39625000	229	0.0726	0.2411	0.1612	0.2019	0.1923	0.241	0.1284	0.2358	0.0928	3.303	4.354	8.074	2.059	1.021	0.979431929	0.109	9.174311927	0.584	1.516	0.659630607	97834.814	141668.432	0.690590081	36147
Chromosome_2_RagTag	39630000	39640000	13.20727273	2.48e-9	2.48e-9	0	0	0	0	0	0	0	0	39635000	212	0.1254	0.2206	0.2062	0.2375	0.2318	0.2624	0.1605	0.1623	0.1038	5.021	3.874	6.967	0.638	0.828	1.207729469	0.035	28.57142857	0.955	0.936	1.068376068	106997.273	110013.753	0.972580883	36148
Chromosome_2_RagTag	40060000	40070000	13.89787879	8.42e-10	8.42e-10	0	0	0	0	0	0	0	0	40065000	204	0.0771	0.1435	0.1323	0.1663	0.1483	0.1541	0.2065	0.1681	0.0559	4.078	3.197	6.941	1.118	1	1	0.463	2.159827214	1.025	1.156	0.865051903	169758.477	171791.352	0.988166605	36191
Chromosome_2_RagTag	40070000	40080000	13.50242424	8.42e-10	8.42e-10	0	0	0	0	0	0	0	0	40075000	256	0.0632	0.1553	0.1133	0.1619	0.1253	0.1529	0.1979	0.1688	0.0661	3.595	3.601	7.286	0.956	1.003	0.997008973	0.475	2.105263158	1.295	0.972	1.028806584	172777.01	122422.87	1.41131318	36192
Chromosome_2_RagTag	40340000	40350000	13.72242424	1.39e-9	1.39e-9	0	0	0	0	0	0	0	0	40345000	241	0.0725	0.1337	0.0972	0.1307	0.1245	0.1367	0.121	0.1876	0.0862	2.214	6.584	5.062	1.27	0.824	1.213592233	0.521	1.919385797	1.013	1.315	0.760456274	148410.276	181466.28	0.817839413	36219
Chromosome_2_RagTag	42760000	42770000	14.23	1.82e-9	1.82e-9	0	0	0	0	0	0	0	0	42765000	303	0.1338	0.2422	0.2343	0.281	0.2881	0.2427	0.2023	0.2152	0.0095	2.591	2.435	5.186	1.002	0.855	1.169590643	0.561	1.782531194	1.192	1.047	0.955109838	310798.924	296043.082	1.049843563	36460
Chromosome_2_RagTag	46790000	46800000	11.08393939	1.07e-9	1.07e-9	0	0	0	0	0	0	0	0	46795000	129	0.1175	0.1359	0.1017	0.1751	0.1579	0.1457	0.1638	0.1827	0.1039	5.791	4.4	6.355	0.891	0.916	1.091703057	0.898	1.113585746	1.031	0.941	1.062699256	185497.5	170178.864	1.090014915	36863
Chromosome_2_RagTag	55110000	55120000	13.57818182	1.54e-9	1.54e-9	0	0	0	0	0	0	0	0	55115000	237	0.0389	0.1899	0.141	0.1963	0.1378	0.1836	0.2686	0.1993	0.0532	2.425	3.417	7.969	1.943	1.131	0.884173298	0.327	3.058103976	0.806	1.684	0.593824228	149985.569	225394.431	0.665436002	37693
Chromosome_2_RagTag	70580000	70590000	14.13121212	7.83e-10	7.83e-10	0	0	0	0	0	0	0	0	70585000	284	0.1661	0.1684	0.1454	0.1774	0.2104	0.2314	0.0301	0.151	0.194	2.571	4.955	3.316	0.841	0.601	1.663893511	0.805	1.242236025	0.979	1.471	0.679809653	199063.264	376392.105	0.52887205	39240
Chromosome_2_RagTag	77980000	77990000	14.36787879	6.62e-10	6.62e-10	0	0	0	0	0	0	0	0	77985000	212	0.0614	0.1057	0.0895	0.1148	0.1081	0.1105	0.1609	0.1749	0.0628	3.441	5.48	7.332	1.079	0.422	2.369668246	1.133	0.882612533	1.316	0.792	1.262626263	104873.14	65597.982	1.598725095	39980
Chromosome_2_RagTag	79800000	79810000	13.72666667	1.46e-9	1.46e-9	0	0	0	0	0	0	0	0	79805000	394	0.0914	0.2018	0.2336	0.1692	0.2408	0.2448	0.0733	0.1862	0.0583	2.689	3.142	6.344	1.154	1.385	0.722021661	0.495	2.02020202	0.916	1.194	0.837520938	139309.893	160839.048	0.866144725	40162
